bill_id,date,chamber,sequence,action
1912321,2025-02-11,House,7,"House/ to standing committee in House Judiciary Committee"
1912321,2025-02-14,House,8,"House Comm - Substitute Recommendation in House Judiciary Committee"
1912321,2025-02-14,House,9,"House Comm - Favorable Recommendation in House Judiciary Committee"
1912321,2025-02-14,House,10,"House/ comm rpt/ substituted in House Judiciary Committee"
1912321,2025-02-14,House,11,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1912321,2025-02-21,House,12,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1912321,2025-02-21,House,13,"House/ substituted in House 3rd Reading Calendar for House bills"
1912321,2025-02-21,Senate,14,"House/ passed 3rd reading in Senate Secretary"
1912321,2025-02-21,Senate,15,"House/ to Senate in Senate Secretary"
1912321,2025-02-21,Senate,16,"Senate/ received from House in Waiting for Introduction in the Senate"
1912321,2025-02-24,Senate,17,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1912321,2025-02-25,Senate,18,"Senate/ to standing committee in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1912321,2025-02-27,Senate,19,"Senate Comm - Substitute Recommendation in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1912321,2025-02-27,Senate,20,"Senate Comm - Favorable Recommendation in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1912321,2025-02-27,Senate,21,"Senate/ comm rpt/ substituted in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1912321,2025-02-27,Senate,22,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1912321,2025-03-05,Senate,23,"Senate/ 2nd Reading Calendar to Rules in Senate Rules Committee"
1912321,2025-03-07,Senate,24,"Senate/ strike enacting clause in Senate Secretary"
1912321,2025-03-07,House,25,"Senate/ to House in Clerk of the House"
1912321,2025-03-07,House,26,"House/ received from Senate in Clerk of the House"
1912321,2025-03-07,House,27,"House/ filed in House file for bills not passed"
1915901,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1915901,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1915901,2025-01-16,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1915901,2025-01-20,Senate,4,"Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate"
1915901,2025-01-21,Senate,5,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1915901,2025-01-23,Senate,6,"Senate/ to standing committee in Senate Business and Labor Committee"
1915901,2025-03-03,Senate,7,"Senate Comm - Returned to Rules in Senate Business and Labor Committee"
1915901,2025-03-04,Senate,8,"Senate/ comm rpt/ sent to Rules in Senate Rules Committee"
1915901,2025-03-07,Senate,9,"Senate/ strike enacting clause in Senate Secretary"
1915901,2025-03-07,Senate,10,"Senate/ filed in Senate file for bills not passed"
1915931,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1915931,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1915931,2025-01-16,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1915931,2025-01-20,Senate,4,"Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate"
1915931,2025-01-21,Senate,5,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1915931,2025-01-23,Senate,6,"Senate/ to standing committee in Senate Government Operations and Political Subdivisions Committee"
1915931,2025-02-06,Senate,7,"Senate Comm - Substitute Recommendation in Senate Government Operations and Political Subdivisions Committee"
1915931,2025-02-06,Senate,8,"Senate Comm - Favorable Recommendation in Senate Government Operations and Political Subdivisions Committee"
1915931,2025-02-07,Senate,9,"Senate/ comm rpt/ substituted in Senate Government Operations and Political Subdivisions Committee"
1915931,2025-02-07,Senate,10,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1915931,2025-02-18,Senate,11,"Senate/ 2nd reading in Senate 2nd Reading Calendar"
1915931,2025-02-18,Senate,12,"Senate/ floor amendment in Senate 2nd Reading Calendar"
1915931,2025-02-18,Senate,13,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1915931,2025-02-19,Senate,14,"Senate/ 3rd reading in Senate 3rd Reading Calendar"
1915931,2025-02-19,House,15,"Senate/ passed 3rd reading in Clerk of the House"
1915931,2025-02-19,House,16,"Senate/ to House in Clerk of the House"
1915931,2025-02-19,House,17,"House/ received from Senate in Clerk of the House"
1915931,2025-02-19,House,18,"House/ 1st reading (Introduced) in House Rules Committee"
1915931,2025-02-21,House,19,"House/ to standing committee in House Political Subdivisions Committee"
1915931,2025-02-25,House,20,"House Comm - Favorable Recommendation in House Political Subdivisions Committee"
1915931,2025-02-25,House,21,"House/ committee report favorable in House Political Subdivisions Committee"
1915931,2025-02-25,House,22,"House/ 2nd reading in House 3rd Reading Calendar for Senate bills"
1915931,2025-02-27,House,23,"House/ 3rd reading in House 3rd Reading Calendar for Senate bills"
1915931,2025-02-27,House,24,"House/ passed 3rd reading in House Speaker"
1915931,2025-02-27,Senate,25,"House/ signed by Speaker/ returned to Senate in Senate President"
1915931,2025-02-27,Senate,26,"House/ to Senate in Senate President"
1915931,2025-02-27,Senate,27,"Senate/ received from House in Senate President"
1915931,2025-02-27,,28,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1915931,2025-03-03,,29,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1915931,2025-03-03,,30,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1915931,2025-03-07,Senate,31,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1915931,2025-03-07,Senate,32,"Senate/ enrolled bill to Printing in Senate Secretary"
1915931,2025-03-13,Senate,33,"Senate/ received enrolled bill from Printing in Senate Secretary"
1915931,2025-03-13,,34,"Senate/ to Governor in Executive Branch - Governor"
1915931,2025-03-19,,35,"Governor Signed in Lieutenant Governor's office for filing"
1915963,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1915963,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1915963,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1915963,2025-01-21,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1915963,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1915963,2025-01-31,House,6,"Bill Substituted by Sponsor in House Rules Comm in House Rules Committee"
1915963,2025-01-31,House,7,"House/ to standing committee in House Judiciary Committee"
1915963,2025-02-06,House,8,"House Comm - Favorable Recommendation in House Judiciary Committee"
1915963,2025-02-07,House,9,"House/ committee report favorable in House Judiciary Committee"
1915963,2025-02-07,House,10,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1915963,2025-02-18,House,11,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1915963,2025-02-18,Senate,12,"House/ passed 3rd reading in Senate Secretary"
1915963,2025-02-18,Senate,13,"House/ to Senate in Senate Secretary"
1915963,2025-02-18,Senate,14,"Senate/ received from House in Waiting for Introduction in the Senate"
1915963,2025-02-18,Senate,15,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1915963,2025-02-20,Senate,16,"Senate/ to standing committee in Senate Natural Resources, Agriculture, and Environment Committee"
1915963,2025-02-25,Senate,17,"Senate Comm - Favorable Recommendation in Senate Natural Resources, Agriculture, and Environment Committee"
1915963,2025-02-26,Senate,18,"Senate/ committee report favorable in Senate Natural Resources, Agriculture, and Environment Committee"
1915963,2025-02-26,Senate,19,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1915963,2025-03-05,Senate,20,"Senate/ 2nd Reading Calendar to Rules in Senate Rules Committee"
1915963,2025-03-06,Senate,21,"Senate/ Rules to 2nd Reading Calendar in Senate 2nd Reading Calendar"
1915963,2025-03-06,Senate,22,"Senate/ 2nd & 3rd readings/ suspension in Senate 2nd Reading Calendar"
1915963,2025-03-06,Senate,23,"Senate/ passed 2nd & 3rd readings/ suspension in Senate President"
1915963,2025-03-06,House,24,"Senate/ signed by President/ returned to House in House Speaker"
1915963,2025-03-06,House,25,"Senate/ to House in House Speaker"
1915963,2025-03-07,House,26,"House/ received from Senate in House Speaker"
1915963,2025-03-07,,27,"House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1915963,2025-03-07,,28,"Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling"
1915963,2025-03-07,,29,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1915963,2025-03-14,House,30,"Enrolled Bill Returned to House or Senate in Clerk of the House"
1915963,2025-03-14,House,31,"House/ enrolled bill to Printing in Clerk of the House"
1915963,2025-03-17,House,32,"House/ received enrolled bill from Printing in Clerk of the House"
1915963,2025-03-17,,33,"House/ to Governor in Executive Branch - Governor"
1915963,2025-03-25,,34,"Governor Signed in Lieutenant Governor's office for filing"
1915994,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1915994,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1915994,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1915994,2025-01-21,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1915994,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1915994,2025-01-28,House,6,"House/ to standing committee in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-06,House,7,"House Comm - Substitute Recommendation in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-06,House,8,"House Comm - Motion to Recommend Failed in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-06,House,9,"House Comm - Held in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-12,House,10,"House Comm - Substitute Recommendation in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-12,House,11,"House Comm - Amendment Recommendation in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-12,House,12,"House Comm - Favorable Recommendation in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-13,House,13,"House/ comm rpt/ substituted/ amended in House Law Enforcement and Criminal Justice Committee"
1915994,2025-02-13,House,14,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1915994,2025-02-20,House,15,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1915994,2025-02-20,House,16,"House/ circled in House 3rd Reading Calendar for House bills"
1915994,2025-02-20,House,17,"House/ uncircled in House 3rd Reading Calendar for House bills"
1915994,2025-02-20,House,18,"House/ floor amendment in House 3rd Reading Calendar for House bills"
1915994,2025-02-20,Senate,19,"House/ passed 3rd reading in Senate Secretary"
1915994,2025-02-20,House,20,"House/ held in House Docket Clerk"
1915994,2025-02-21,Senate,21,"House/ to Senate in Senate Secretary"
1915994,2025-02-21,Senate,22,"Senate/ received from House in Waiting for Introduction in the Senate"
1915994,2025-02-21,Senate,23,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1915994,2025-02-27,Senate,24,"Senate/ to standing committee in Senate Natural Resources, Agriculture, and Environment Committee"
1915994,2025-03-04,Senate,25,"Senate Comm - Favorable Recommendation in Senate Natural Resources, Agriculture, and Environment Committee"
1915994,2025-03-05,Senate,26,"Senate/ committee report favorable in Senate Natural Resources, Agriculture, and Environment Committee"
1915994,2025-03-05,Senate,27,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1915994,2025-03-05,Senate,28,"Senate/ 2nd Reading Calendar to Rules in Senate Rules Committee"
1915994,2025-03-07,Senate,29,"Senate/ strike enacting clause in Senate Secretary"
1915994,2025-03-07,House,30,"Senate/ to House in Clerk of the House"
1915994,2025-03-07,House,31,"House/ received from Senate in Clerk of the House"
1915994,2025-03-07,House,32,"House/ filed in House file for bills not passed"
1916027,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1916027,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1916027,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1916027,2025-01-21,House,4,"House/ 1st reading (Introduced) in House Rules Committee"
1916027,2025-01-22,House,5,"House/ received fiscal note from Fiscal Analyst in House Rules Committee"
1916027,2025-01-27,House,6,"House/ to standing committee in House Education Committee"
1916027,2025-01-31,House,7,"House Comm - Favorable Recommendation in House Education Committee"
1916027,2025-02-03,House,8,"House/ committee report favorable in House Education Committee"
1916027,2025-02-03,House,9,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1916027,2025-02-10,House,10,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1916027,2025-02-10,Senate,11,"House/ passed 3rd reading in Senate Secretary"
1916027,2025-02-10,Senate,12,"House/ to Senate in Senate Secretary"
1916027,2025-02-11,Senate,13,"Senate/ received from House in Waiting for Introduction in the Senate"
1916027,2025-02-11,Senate,14,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1916027,2025-02-13,Senate,15,"Senate/ to standing committee in Senate Education Committee"
1916027,2025-02-19,Senate,16,"Senate Comm - Favorable Recommendation in Senate Education Committee"
1916027,2025-02-19,Senate,17,"Senate Comm - Consent Calendar Recommendation in Senate Education Committee"
1916027,2025-02-19,Senate,18,"Senate/ comm rpt/ placed on Consent Calendar in Senate Education Committee"
1916027,2025-02-19,Senate,19,"Senate/ 2nd reading in Senate Consent Calendar"
1916027,2025-02-24,Senate,20,"Senate/ 3rd reading in Senate Consent Calendar"
1916027,2025-02-24,Senate,21,"Senate/ passed 3rd reading in Senate President"
1916027,2025-02-24,House,22,"Senate/ signed by President/ returned to House in House Speaker"
1916027,2025-02-24,House,23,"Senate/ to House in House Speaker"
1916027,2025-02-24,House,24,"House/ received from Senate in House Speaker"
1916027,2025-02-24,,25,"House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1916027,2025-02-26,,26,"Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling"
1916027,2025-02-26,,27,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1916027,2025-02-26,House,28,"Enrolled Bill Returned to House or Senate in Clerk of the House"
1916027,2025-02-26,House,29,"House/ enrolled bill to Printing in Clerk of the House"
1916027,2025-02-28,House,30,"House/ received enrolled bill from Printing in Clerk of the House"
1916027,2025-02-28,,31,"House/ to Governor in Executive Branch - Governor"
1916027,2025-03-26,,32,"Governor Signed in Lieutenant Governor's office for filing"
1916059,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1916059,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1916059,2025-01-16,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1916059,2025-01-20,Senate,4,"Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate"
1916059,2025-01-21,Senate,5,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1916059,2025-02-10,Senate,6,"Senate/ to standing committee in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1916059,2025-02-13,Senate,7,"Senate Comm - Substitute Recommendation in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1916059,2025-02-13,Senate,8,"Senate Comm - Favorable Recommendation in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1916059,2025-02-14,Senate,9,"Senate/ comm rpt/ substituted in Senate Transportation, Public Utilities, Energy, and Technology Committee"
1916059,2025-02-14,Senate,10,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1916059,2025-02-21,Senate,11,"Senate/ 2nd reading in Senate 2nd Reading Calendar"
1916059,2025-02-21,Senate,12,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1916059,2025-02-24,Senate,13,"Senate/ 3rd reading in Senate 3rd Reading Calendar"
1916059,2025-02-24,House,14,"Senate/ passed 3rd reading in Clerk of the House"
1916059,2025-02-24,House,15,"Senate/ to House in Clerk of the House"
1916059,2025-02-24,House,16,"House/ received from Senate in Clerk of the House"
1916059,2025-02-24,House,17,"House/ 1st reading (Introduced) in House Rules Committee"
1916059,2025-02-26,House,18,"House/ to standing committee in House Public Utilities and Energy Committee"
1916059,2025-02-28,House,19,"House Comm - Substitute Recommendation in House Public Utilities and Energy Committee"
1916059,2025-02-28,House,20,"House Comm - Favorable Recommendation in House Public Utilities and Energy Committee"
1916059,2025-02-28,House,21,"House/ comm rpt/ substituted in House Public Utilities and Energy Committee"
1916059,2025-02-28,House,22,"House/ 2nd reading in House 3rd Reading Calendar for Senate bills"
1916059,2025-03-07,House,23,"House/ 3rd reading in House 3rd Reading Calendar for Senate bills"
1916059,2025-03-07,Senate,24,"House/ passed 3rd reading in Senate Secretary"
1916059,2025-03-07,Senate,25,"House/ to Senate in Senate Secretary"
1916059,2025-03-07,Senate,26,"Senate/ received from House in Senate Secretary"
1916059,2025-03-07,Senate,27,"Senate/ placed on Concurrence Calendar in Senate Concurrence Calendar"
1916059,2025-03-07,House,28,"Senate/ concurs with House amendment in House Speaker"
1916059,2025-03-07,House,29,"Senate/ to House in House Speaker"
1916059,2025-03-07,House,30,"House/ received from Senate in House Speaker"
1916059,2025-03-07,Senate,31,"House/ signed by Speaker/ returned to Senate in Senate President"
1916059,2025-03-07,Senate,32,"House/ to Senate in Senate President"
1916059,2025-03-07,Senate,33,"Senate/ received from House in Senate President"
1916059,2025-03-07,,34,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1916059,2025-03-07,,35,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1916059,2025-03-07,,36,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1916059,2025-03-07,Senate,37,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1916059,2025-03-07,Senate,38,"Senate/ enrolled bill to Printing in Senate Secretary"
1916059,2025-03-13,Senate,39,"Senate/ received enrolled bill from Printing in Senate Secretary"
1916059,2025-03-13,,40,"Senate/ to Governor in Executive Branch - Governor"
1916059,2025-03-19,,41,"Governor Signed in Lieutenant Governor's office for filing"
1916091,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1916091,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1916091,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1916091,2025-01-21,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1916091,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1916091,2025-02-04,House,6,"House/ to standing committee in House Education Committee"
1916091,2025-02-10,House,7,"House Comm - Substitute Recommendation in House Education Committee"
1916091,2025-02-10,House,8,"House Comm - Favorable Recommendation in House Education Committee"
1916091,2025-02-11,House,9,"House/ comm rpt/ substituted in House Education Committee"
1916091,2025-02-11,House,10,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1916091,2025-02-19,House,11,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1916091,2025-02-19,Senate,12,"House/ passed 3rd reading in Senate Secretary"
1916091,2025-02-19,Senate,13,"House/ to Senate in Senate Secretary"
1916091,2025-02-19,Senate,14,"Senate/ received from House in Waiting for Introduction in the Senate"
1916091,2025-02-20,Senate,15,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1916091,2025-02-21,Senate,16,"Senate/ to standing committee in Senate Education Committee"
1916091,2025-02-25,Senate,17,"Senate Comm - Substitute Recommendation in Senate Education Committee"
1916091,2025-02-25,Senate,18,"Senate Comm - Favorable Recommendation in Senate Education Committee"
1916091,2025-02-25,Senate,19,"Senate/ comm rpt/ substituted in Senate Education Committee"
1916091,2025-02-25,Senate,20,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1916091,2025-03-05,Senate,21,"Senate/ 2nd Reading Calendar to Rules in Senate Rules Committee"
1916091,2025-03-06,Senate,22,"Senate/ Rules to 2nd Reading Calendar in Senate 2nd Reading Calendar"
1916091,2025-03-06,Senate,23,"Senate/ 2nd & 3rd readings/ suspension in Senate 2nd Reading Calendar"
1916091,2025-03-06,House,24,"Senate/ passed 2nd & 3rd readings/ suspension in Clerk of the House"
1916091,2025-03-06,House,25,"Senate/ to House with amendments in Clerk of the House"
1916091,2025-03-06,House,26,"House/ received from Senate in Clerk of the House"
1916091,2025-03-06,House,27,"House/ placed on Concurrence Calendar in House Concurrence Calendar"
1916091,2025-03-06,Senate,28,"House/ concurs with Senate amendment in Senate President"
1916091,2025-03-06,Senate,29,"House/ to Senate in Senate President"
1916091,2025-03-07,Senate,30,"Senate/ received from House in Senate President"
1916091,2025-03-07,House,31,"Senate/ signed by President/ returned to House in House Speaker"
1916091,2025-03-07,House,32,"Senate/ to House in House Speaker"
1916091,2025-03-07,House,33,"House/ received from Senate in House Speaker"
1916091,2025-03-07,,34,"House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1916091,2025-03-07,,35,"Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling"
1916091,2025-03-07,,36,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1916091,2025-03-12,House,37,"Enrolled Bill Returned to House or Senate in Clerk of the House"
1916091,2025-03-12,House,38,"House/ enrolled bill to Printing in Clerk of the House"
1916091,2025-03-12,House,39,"House/ received enrolled bill from Printing in Clerk of the House"
1916091,2025-03-12,,40,"House/ to Governor in Executive Branch - Governor"
1916091,2025-03-26,,41,"Governor Signed in Lieutenant Governor's office for filing"
1916123,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1916123,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1916123,2025-01-16,Senate,3,"Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate"
1916123,2025-01-20,Senate,4,"Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate"
1916123,2025-01-21,Senate,5,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1916123,2025-01-23,Senate,6,"Senate/ to standing committee in Senate Economic Development and Workforce Services Committee"
1916123,2025-01-24,Senate,7,"Senate Comm - Favorable Recommendation in Senate Economic Development and Workforce Services Committee"
1916123,2025-01-27,Senate,8,"Senate/ committee report favorable in Senate Economic Development and Workforce Services Committee"
1916123,2025-01-27,Senate,9,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1916123,2025-02-04,Senate,10,"Senate/ 2nd reading in Senate 2nd Reading Calendar"
1916123,2025-02-04,Senate,11,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1916123,2025-02-05,Senate,12,"Senate/ 3rd reading in Senate 3rd Reading Calendar"
1916123,2025-02-05,House,13,"Senate/ passed 3rd reading in Clerk of the House"
1916123,2025-02-05,House,14,"Senate/ to House in Clerk of the House"
1916123,2025-02-05,House,15,"House/ received from Senate in Clerk of the House"
1916123,2025-02-05,House,16,"House/ 1st reading (Introduced) in House Rules Committee"
1916123,2025-02-06,House,17,"House/ to standing committee in House Judiciary Committee"
1916123,2025-02-12,House,18,"House Comm - Favorable Recommendation in House Judiciary Committee"
1916123,2025-02-13,House,19,"House/ committee report favorable in House Judiciary Committee"
1916123,2025-02-13,House,20,"House/ 2nd reading in House 3rd Reading Calendar for Senate bills"
1916123,2025-02-19,House,21,"House/ 3rd reading in House 3rd Reading Calendar for Senate bills"
1916123,2025-02-19,House,22,"House/ passed 3rd reading in House Speaker"
1916123,2025-02-19,Senate,23,"House/ signed by Speaker/ returned to Senate in Senate President"
1916123,2025-02-19,Senate,24,"House/ to Senate in Senate President"
1916123,2025-02-19,Senate,25,"Senate/ received from House in Senate President"
1916123,2025-02-19,,26,"Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling"
1916123,2025-02-21,,27,"Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling"
1916123,2025-02-21,,28,"Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling"
1916123,2025-03-11,Senate,29,"Enrolled Bill Returned to House or Senate in Senate Secretary"
1916123,2025-03-11,Senate,30,"Senate/ enrolled bill to Printing in Senate Secretary"
1916123,2025-03-13,Senate,31,"Senate/ received enrolled bill from Printing in Senate Secretary"
1916123,2025-03-13,,32,"Senate/ to Governor in Executive Branch - Governor"
1916123,2025-03-25,,33,"Governor Signed in Lieutenant Governor's office for filing"
1916155,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1916155,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1916155,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1916155,2025-01-21,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1916155,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1916155,2025-01-24,House,6,"House/ to standing committee in House Business, Labor, and Commerce Committee"
1916155,2025-01-31,House,7,"House Comm - Motion to Recommend Failed in House Business, Labor, and Commerce Committee"
1916155,2025-03-04,House,8,"House Comm - Returned to Rules in House Business, Labor, and Commerce Committee"
1916155,2025-03-05,House,9,"House/ comm rpt/ sent to Rules in House Rules Committee"
1916155,2025-03-07,House,10,"House/ strike enacting clause in Clerk of the House"
1916155,2025-03-07,House,11,"House/ filed in House file for bills not passed"
1916188,2025-01-13,,1,"Bill Numbered but not Distributed in Legislative Research and General Counsel"
1916188,2025-01-13,,2,"Numbered Bill Publicly Distributed in Legislative Research and General Counsel"
1916188,2025-01-15,House,3,"House/ received bill from Legislative Research in Clerk of the House"
1916188,2025-01-21,House,4,"House/ received fiscal note from Fiscal Analyst in Clerk of the House"
1916188,2025-01-21,House,5,"House/ 1st reading (Introduced) in House Rules Committee"
1916188,2025-01-24,House,6,"House/ to standing committee in House Judiciary Committee"
1916188,2025-02-03,House,7,"House Comm - Substitute Recommendation in House Judiciary Committee"
1916188,2025-02-03,House,8,"House Comm - Amendment Recommendation in House Judiciary Committee"
1916188,2025-02-03,House,9,"House Comm - Favorable Recommendation in House Judiciary Committee"
1916188,2025-02-04,House,10,"House/ comm rpt/ substituted/ amended in House Judiciary Committee"
1916188,2025-02-04,House,11,"House/ 2nd reading in House 3rd Reading Calendar for House bills"
1916188,2025-02-11,House,12,"House/ 3rd reading in House 3rd Reading Calendar for House bills"
1916188,2025-02-11,House,13,"House/ floor amendment in House 3rd Reading Calendar for House bills"
1916188,2025-02-11,Senate,14,"House/ passed 3rd reading in Senate Secretary"
1916188,2025-02-11,Senate,15,"House/ to Senate in Senate Secretary"
1916188,2025-02-11,Senate,16,"Senate/ received from House in Waiting for Introduction in the Senate"
1916188,2025-02-11,Senate,17,"Senate/ 1st reading (Introduced) in Senate Rules Committee"
1916188,2025-02-14,Senate,18,"Senate/ to standing committee in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1916188,2025-02-18,Senate,19,"Senate Comm - Not Considered in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1916188,2025-02-19,Senate,20,"Senate Comm - Favorable Recommendation in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1916188,2025-02-20,Senate,21,"Senate/ committee report favorable in Senate Judiciary, Law Enforcement, and Criminal Justice Committee"
1916188,2025-02-20,Senate,22,"Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar"
1916188,2025-02-26,Senate,23,"Senate/ 2nd reading in Senate 2nd Reading Calendar"
1916188,2025-02-26,Senate,24,"Senate/ passed 2nd reading in Senate 3rd Reading Calendar"
1916188,2025-02-27,Senate,25,"Senate/ 3rd reading in Senate 3rd Reading Calendar"
1916188,2025-02-27,Senate,26,"Senate/ circled in Senate 3rd Reading Calendar"
1916188,2025-03-03,Senate,27,"Senate/ uncircled in Senate 3rd Reading Calendar"
