bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
2027089,2183,HB4404,1,Introduced,2025-04-29,"Civil procedure: civil actions; immunity from civil action for individual who uses force in compliance with self-defense act; provide for. Amends secs. 2922b & 2922c of 1961 PA 236 (MCL 600.2922b & 600.2922c).","Civil procedure: civil actions; immunity from civil action for individual who uses force in compliance with self-defense act; provide for. Amends secs. 2922b & 2922c of 1961 PA 236 (MCL 600.2922b & 600.2922c).",821,"House Judiciary",2025-04-30,"Bill Electronically Reproduced 04/29/2025",https://legiscan.com/MI/bill/HB4404/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4404
2027124,2183,HB4405,1,Introduced,2025-04-29,"Employment security: benefits; low-wage school employees to collect unemployment benefits during the summer months; allow. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).","Employment security: benefits; low-wage school employees to collect unemployment benefits during the summer months; allow. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).",5089,"House Economic Competitiveness",2025-04-30,"Bill Electronically Reproduced 04/29/2025",https://legiscan.com/MI/bill/HB4405/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4405
2027097,2183,HB4406,1,Introduced,2025-04-29,"Employment security: claimants; provisions regarding seasonal workers; eliminate. Amends secs. 27 & 28b of 1936 (Ex Sess) PA 1 (MCL 421.27 & 421.28b).","Employment security: claimants; provisions regarding seasonal workers; eliminate. Amends secs. 27 & 28b of 1936 (Ex Sess) PA 1 (MCL 421.27 & 421.28b).",5089,"House Economic Competitiveness",2025-04-30,"Bill Electronically Reproduced 04/29/2025",https://legiscan.com/MI/bill/HB4406/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4406
2027056,2183,HB4407,1,Introduced,2025-04-29,"Human services: medical services; MIcare act; create. Creates new act.","Human services: medical services; MIcare act; create. Creates new act.",899,"House Government Operations",2025-04-30,"Bill Electronically Reproduced 04/29/2025",https://legiscan.com/MI/bill/HB4407/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4407
2027135,2183,HB4408,1,Introduced,2025-04-29,"Probate: trusts; powers of appointment; revise. Amends secs. 5a & 14 of 1967 PA 224 (MCL 556.115a & 556.124).","Probate: trusts; powers of appointment; revise. Amends secs. 5a & 14 of 1967 PA 224 (MCL 556.115a & 556.124).",821,"House Judiciary",2025-04-30,"Bill Electronically Reproduced 04/29/2025",https://legiscan.com/MI/bill/HB4408/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4408
2027061,2183,HB4409,1,Introduced,2025-04-29,"Labor: fair employment practices; written job descriptions; require employers to create and disclose to job applicants and certain employees, and establish sanctions and remedies for a violation. Amends title & sec. 18 of 1978 PA 390 (MCL 408.488) & adds sec. 9a.","Labor: fair employment practices; written job descriptions; require employers to create and disclose to job applicants and certain employees, and establish sanctions and remedies for a violation. Amends title & sec. 18 of 1978 PA 390 (MCL 408.488) & adds sec. 9a.",5089,"House Economic Competitiveness",2025-04-30,"Bill Electronically Reproduced 04/29/2025",https://legiscan.com/MI/bill/HB4409/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4409
2027634,2183,HB4410,1,Introduced,2025-04-30,"Property tax: delinquent taxes; definition of abandoned property; modify. Amends sec. 2 of 1999 PA 132 (MCL 211.962).","Property tax: delinquent taxes; definition of abandoned property; modify. Amends sec. 2 of 1999 PA 132 (MCL 211.962).",899,"House Government Operations",2025-05-01,"Bill Electronically Reproduced 04/30/2025",https://legiscan.com/MI/bill/HB4410/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4410
2027625,2183,HB4411,1,Introduced,2025-04-30,"Environmental protection: litter; removal of damaged vehicle and debris; provide for cost recovery. Amends sec. 8905a of 1994 PA 451 (MCL 324.8905a).","Environmental protection: litter; removal of damaged vehicle and debris; provide for cost recovery. Amends sec. 8905a of 1994 PA 451 (MCL 324.8905a).",5004,"House Natural Resources And Tourism",2025-05-01,"Bill Electronically Reproduced 04/30/2025",https://legiscan.com/MI/bill/HB4411/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4411
2027997,2183,HB4412,1,Introduced,2025-05-01,"Mental health: hospitalization; person requiring treatment; revise, and modify certain procedures for treatment. Amends secs. 401, 427, 430, 461, 468, 472a & 475 of 1974 PA 258 (MCL 330.1401 et seq.).","Mental health: hospitalization; person requiring treatment; revise, and modify certain procedures for treatment. Amends secs. 401, 427, 430, 461, 468, 472a & 475 of 1974 PA 258 (MCL 330.1401 et seq.).",892,"House Health Policy",2025-05-06,"Bill Electronically Reproduced 05/01/2025",https://legiscan.com/MI/bill/HB4412/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4412
2027892,2183,HB4413,1,Introduced,2025-05-01,"Mental health: other; hospital evaluations for assisted outpatient treatment; expand. Amends secs. 206a & 429 of 1974 PA 258 (MCL 330.1206a & 330.1429).","Mental health: other; hospital evaluations for assisted outpatient treatment; expand. Amends secs. 206a & 429 of 1974 PA 258 (MCL 330.1206a & 330.1429).",892,"House Health Policy",2025-05-06,"Bill Electronically Reproduced 05/01/2025",https://legiscan.com/MI/bill/HB4413/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4413
2027954,2183,HB4414,1,Introduced,2025-05-01,"Criminal procedure: mental capacity; outpatient treatment for misdemeanor offenders with mental health issues; provide for. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding sec. 1021 & ch. 10A.","Criminal procedure: mental capacity; outpatient treatment for misdemeanor offenders with mental health issues; provide for. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding sec. 1021 & ch. 10A.",892,"House Health Policy",2025-05-06,"Bill Electronically Reproduced 05/01/2025",https://legiscan.com/MI/bill/HB4414/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4414
2027946,2183,HB4415,2,Engrossed,2025-08-19,"Counties: boards and commissions; requirement for competitive bidding by county road commissions on certain projects; modify. Amends sec. 10 of 1909 PA 283 (MCL 224.10).","Counties: boards and commissions; requirement for competitive bidding by county road commissions on certain projects; modify. Amends sec. 10 of 1909 PA 283 (MCL 224.10).",3836,"Senate Transportation And Infrastructure",2025-08-26,"Referred To Committee On Transportation And Infrastructure",https://legiscan.com/MI/bill/HB4415/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4415
2027964,2183,HB4416,1,Introduced,2025-05-01,"Education: students; guidelines for unenrolling students; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1598.","Education: students; guidelines for unenrolling students; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1598.",5044,"House Education And Workforce",2025-05-06,"Bill Electronically Reproduced 05/01/2025",https://legiscan.com/MI/bill/HB4416/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4416
2027978,2183,HB4417,2,Engrossed,2025-06-26,"Health occupations: emergency medical services personnel; access to opioid antagonists; provide to life support agencies under certain circumstances. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 20911.","Health occupations: emergency medical services personnel; access to opioid antagonists; provide to life support agencies under certain circumstances. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 20911.",839,"Senate Health Policy",2025-07-01,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/HB4417/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4417
2028006,2183,HB4418,1,Introduced,2025-05-01,"Probate: other; designation of a patient surrogate for health care decisions; allow. Amends 1998 PA 386 (MCL 700.1101 - 700.8206) by adding pt. 6 to art. V & repeals sec. 66h of 1939 PA 280 (MCL 400.66h). TIE BAR WITH: HB 4419'25","Probate: other; designation of a patient surrogate for health care decisions; allow. Amends 1998 PA 386 (MCL 700.1101 - 700.8206) by adding pt. 6 to art. V & repeals sec. 66h of 1939 PA 280 (MCL 400.66h). TIE BAR WITH: HB 4419'25",0,,2025-06-11,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4418/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4418
2027937,2183,HB4419,1,Introduced,2025-05-01,"Probate: other; designation of a patient surrogate for health care decisions; allow. Amends 1998 PA 386 (MCL 700.1101 - 700.8206) by adding secs. 5605 & 5606. TIE BAR WITH: HB 4418'25","Probate: other; designation of a patient surrogate for health care decisions; allow. Amends 1998 PA 386 (MCL 700.1101 - 700.8206) by adding secs. 5605 & 5606. TIE BAR WITH: HB 4418'25",0,,2025-06-11,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4419/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4419
2027922,2183,HB4420,2,Engrossed,2025-06-04,"State management: funds; appropriation bill containing enhancement grant; prohibit without disclosure of the sponsor and the intended recipient. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 1365a.","State management: funds; appropriation bill containing enhancement grant; prohibit without disclosure of the sponsor and the intended recipient. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 1365a.",829,"Senate Appropriations",2025-06-10,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4420/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4420
2027911,2183,HB4421,1,Introduced,2025-05-01,"Criminal procedure: warrants; statutory warrant requirement; provide for department of environment, Great Lakes, and energy. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 1506.","Criminal procedure: warrants; statutory warrant requirement; provide for department of environment, Great Lakes, and energy. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 1506.",5004,"House Natural Resources And Tourism",2025-05-06,"Bill Electronically Reproduced 05/01/2025",https://legiscan.com/MI/bill/HB4421/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4421
2027990,2183,HB4422,1,Introduced,2025-05-01,"Liquor: authorized distribution agents; authorized distribution agent fees; increase. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).","Liquor: authorized distribution agents; authorized distribution agent fees; increase. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).",895,"House Regulatory Reform",2025-05-06,"Bill Electronically Reproduced 05/01/2025",https://legiscan.com/MI/bill/HB4422/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4422
2027957,2183,HB4423,1,Introduced,2025-05-01,"Appropriations: supplemental; funding for the county veteran service fund emergency relief program; provide for. Creates appropriation act.","Appropriations: supplemental; funding for the county veteran service fund emergency relief program; provide for. Creates appropriation act.",889,"House Appropriations",2025-05-06,"Bill Electronically Reproduced 05/01/2025",https://legiscan.com/MI/bill/HB4423/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4423
2028949,2183,HB4424,1,Introduced,2025-05-06,"Corporate income tax: credits; credit for use of sustainable aviation fuel; provide for. Amends 1967 PA 287 (MCL 206.1 - 206.847) by adding sec. 678. TIE BAR WITH: HB 4425'25","Corporate income tax: credits; credit for use of sustainable aviation fuel; provide for. Amends 1967 PA 287 (MCL 206.1 - 206.847) by adding sec. 678. TIE BAR WITH: HB 4425'25",2834,"House Transportation And Infrastructure",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4424/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4424
2029018,2183,HB4425,1,Introduced,2025-05-06,"Corporate income tax: other; sustainable aviation fuel incentive program; create. Creates new act. TIE BAR WITH: HB 4424'25","Corporate income tax: other; sustainable aviation fuel incentive program; create. Creates new act. TIE BAR WITH: HB 4424'25",2834,"House Transportation And Infrastructure",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4425/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4425
2028905,2183,HB4426,2,Engrossed,2025-06-25,"Transportation: carriers; age requirement to operate a commercial motor vehicle; modify. Amends sec. 2d of 1963 PA 181 (MCL 480.12d).","Transportation: carriers; age requirement to operate a commercial motor vehicle; modify. Amends sec. 2d of 1963 PA 181 (MCL 480.12d).",3836,"Senate Transportation And Infrastructure",2025-06-26,"Referred To Committee On Transportation And Infrastructure",https://legiscan.com/MI/bill/HB4426/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4426
2029026,2183,HB4427,1,Introduced,2025-05-06,"Counties: employees and officers; brown alert for dangerous levels of sewage or E. coli; require. Amends 1976 PA 390 (MCL 30.401 - 30.421) by adding sec. 10a.","Counties: employees and officers; brown alert for dangerous levels of sewage or E. coli; require. Amends 1976 PA 390 (MCL 30.401 - 30.421) by adding sec. 10a.",5004,"House Natural Resources And Tourism",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4427/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4427
2028953,2183,HB4428,1,Introduced,2025-05-06,"Health: pharmaceuticals; choice of formulation, dosage, and route of administration for opioid antagonists by certain persons and governmental entities if department of health and human services distributes opioid antagonists free of charge; allow. Creates new act.","Health: pharmaceuticals; choice of formulation, dosage, and route of administration for opioid antagonists by certain persons and governmental entities if department of health and human services distributes opioid antagonists free of charge; allow. Creates new act.",895,"House Regulatory Reform",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4428/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4428
2028928,2183,HB4429,1,Introduced,2025-05-06,"Communications: internet; digital age assurance act; create. Creates new act.","Communications: internet; digital age assurance act; create. Creates new act.",3164,"House Communications And Technology",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4429/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4429
2028980,2183,HB4430,1,Introduced,2025-05-06,"Individual income tax: credit; credit for certain qualified dependents; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 281.","Individual income tax: credit; credit for certain qualified dependents; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 281.",5003,"House Finance",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4430/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4430
2028880,2183,HB4431,1,Introduced,2025-05-06,"Individual income tax: credit; qualified volunteers credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 281.","Individual income tax: credit; qualified volunteers credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 281.",5003,"House Finance",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4431/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4431
2029030,2183,HB4432,1,Introduced,2025-05-06,"Individual income tax: credit; qualified volunteers credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 282.","Individual income tax: credit; qualified volunteers credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 282.",5003,"House Finance",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4432/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4432
2028906,2183,HB4433,1,Introduced,2025-05-06,"Labor: fair employment practices; absence from work to respond to an emergency as an emergency responder; protect from adverse employment action. Creates new act.","Labor: fair employment practices; absence from work to respond to an emergency as an emergency responder; protect from adverse employment action. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4433/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4433
2028922,2183,HB4434,2,Engrossed,2025-06-11,"Courts: juries; one-person grand jury provisions; repeal. Repeals secs. 3, 4, 5, 6, 6a & 6b, ch. VII of 1927 PA 175 (MCL 767.3 et seq.).","Courts: juries; one-person grand jury provisions; repeal. Repeals secs. 3, 4, 5, 6, 6a & 6b, ch. VII of 1927 PA 175 (MCL 767.3 et seq.).",4720,"Senate Civil Rights, Judiciary, And Public Safety",2025-06-12,"Referred To Committee On Civil Rights, Judiciary, And Public Safety",https://legiscan.com/MI/bill/HB4434/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4434
2028975,2183,HB4435,1,Introduced,2025-05-06,"Labor: health and safety; prohibition related to promulgation of rules regarding workplace ergonomics; repeal. Repeals sec. 17 of 1974 PA 154 (MCL 408.1017).","Labor: health and safety; prohibition related to promulgation of rules regarding workplace ergonomics; repeal. Repeals sec. 17 of 1974 PA 154 (MCL 408.1017).",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4435/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4435
2028998,2183,HB4436,1,Introduced,2025-05-06,"Labor: health and safety; employee communication regarding an occupational safety and health practice or hazard related to a communicable disease; prohibit an employer from taking an adverse employment action based on. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 66.","Labor: health and safety; employee communication regarding an occupational safety and health practice or hazard related to a communicable disease; prohibit an employer from taking an adverse employment action based on. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 66.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4436/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4436
2028969,2183,HB4437,1,Introduced,2025-05-06,"Labor: health and safety; Michigan occupational safety and health violations; modify civil penalties. Amends sec. 35 of 1974 PA 154 (MCL 408.1035).","Labor: health and safety; Michigan occupational safety and health violations; modify civil penalties. Amends sec. 35 of 1974 PA 154 (MCL 408.1035).",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4437/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4437
2028964,2183,HB4438,1,Introduced,2025-05-06,"Labor: fair employment practices; employer taking adverse employment action against an employee who raises concern over infection control; prohibit. Creates new act.","Labor: fair employment practices; employer taking adverse employment action against an employee who raises concern over infection control; prohibit. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4438/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4438
2028881,2183,HB4439,1,Introduced,2025-05-06,"Labor: health and safety; employee communication regarding an occupational safety and health practice or hazard; prohibit an employer from taking an adverse employment action based on. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 66a.","Labor: health and safety; employee communication regarding an occupational safety and health practice or hazard; prohibit an employer from taking an adverse employment action based on. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 66a.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4439/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4439
2028919,2183,HB4440,1,Introduced,2025-05-06,"Labor: health and safety; infectious disease worker safety commission; create. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 47.","Labor: health and safety; infectious disease worker safety commission; create. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 47.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4440/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4440
2028982,2183,HB4441,1,Introduced,2025-05-06,"Labor: youth employment; youth employment standards act; modify penalties for certain violations. Amends secs. 3, 21 & 22 of 1978 PA 90 (MCL 409.103 et seq.). TIE BAR WITH: HB 4441'25","Labor: youth employment; youth employment standards act; modify penalties for certain violations. Amends secs. 3, 21 & 22 of 1978 PA 90 (MCL 409.103 et seq.). TIE BAR WITH: HB 4441'25",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4441/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4441
2029015,2183,HB4442,1,Introduced,2025-05-06,"Criminal procedure: sentencing guidelines; sentencing guidelines for crimes related to the employment of minors; provide for. Amends sec. 14b of 1927 PA 175 (MCL 777.14b). TIE BAR WITH: HB 4441'25","Criminal procedure: sentencing guidelines; sentencing guidelines for crimes related to the employment of minors; provide for. Amends sec. 14b of 1927 PA 175 (MCL 777.14b). TIE BAR WITH: HB 4441'25",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4442/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4442
2029010,2183,HB4443,1,Introduced,2025-05-06,"Taxation: specific tax; specific tax on certain homesteads of disabled veterans and their surviving spouses; provide for. Creates new act. TIE BAR WITH: HB 4444'25","Taxation: specific tax; specific tax on certain homesteads of disabled veterans and their surviving spouses; provide for. Creates new act. TIE BAR WITH: HB 4444'25",899,"House Government Operations",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4443/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4443
2028937,2183,HB4444,1,Introduced,2025-05-06,"Property tax: exemptions; property tax exemption for disabled veterans; modify. Amends sec. 7b of 1893 PA 206 (MCL 211.7b). TIE BAR WITH: HB 4443'25","Property tax: exemptions; property tax exemption for disabled veterans; modify. Amends sec. 7b of 1893 PA 206 (MCL 211.7b). TIE BAR WITH: HB 4443'25",899,"House Government Operations",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4444/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4444
2028927,2183,HB4445,1,Introduced,2025-05-06,"Natural resources: hunting; feeding or baiting deer; allow. Amends secs. 40102 & 40111a of 1994 PA 451 (MCL 324.40102 & 324.40111a).","Natural resources: hunting; feeding or baiting deer; allow. Amends secs. 40102 & 40111a of 1994 PA 451 (MCL 324.40102 & 324.40111a).",5004,"House Natural Resources And Tourism",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4445/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4445
2028993,2183,HB4446,1,Introduced,2025-05-06,"Labor: other; local government labor regulatory limitation act, 2015 PA 105; repeal. Repeals 2015 PA 105 (MCL 123.1381 - 123.1396).","Labor: other; local government labor regulatory limitation act, 2015 PA 105; repeal. Repeals 2015 PA 105 (MCL 123.1381 - 123.1396).",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4446/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4446
2028932,2183,HB4447,1,Introduced,2025-05-06,"Labor: other; fair and open competition in governmental construction act; repeal. Repeals 2011 PA 98 (MCL 408.871 - 408.883).","Labor: other; fair and open competition in governmental construction act; repeal. Repeals 2011 PA 98 (MCL 408.871 - 408.883).",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4447/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4447
2029004,2183,HB4448,1,Introduced,2025-05-06,"Labor: other; cause for termination of employment; require. Creates new act.","Labor: other; cause for termination of employment; require. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4448/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4448
2028884,2183,HB4449,1,Introduced,2025-05-06,"Labor: fair employment practices; employment decisions based on the health or illness of an employee's family member; prohibit. Creates new act.","Labor: fair employment practices; employment decisions based on the health or illness of an employee's family member; prohibit. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4449/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4449
2029006,2183,HB4450,1,Introduced,2025-05-06,"Labor: fair employment practices; certain physical characteristics of employees; prohibit employers from discriminating based on. Creates new act.","Labor: fair employment practices; certain physical characteristics of employees; prohibit employers from discriminating based on. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4450/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4450
2028984,2183,HB4451,1,Introduced,2025-05-06,"Labor: collective bargaining; status as permanent replacement employee; prohibit employees from offering or granting to certain individuals who work for the employer during a labor dispute. Amends sec. 16 of 1939 PA 176 (MCL 423.16).","Labor: collective bargaining; status as permanent replacement employee; prohibit employees from offering or granting to certain individuals who work for the employer during a labor dispute. Amends sec. 16 of 1939 PA 176 (MCL 423.16).",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4451/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4451
2028868,2183,HB4452,1,Introduced,2025-05-06,"Labor: collective bargaining; relocation of an employer's operations less than 1 year after its employees elect a bargaining representative; make an unfair labor practice. Amends sec. 23 of 1939 PA 176 (MCL 423.23) & adds sec. 18.","Labor: collective bargaining; relocation of an employer's operations less than 1 year after its employees elect a bargaining representative; make an unfair labor practice. Amends sec. 23 of 1939 PA 176 (MCL 423.23) & adds sec. 18.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4452/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4452
2028999,2183,HB4453,1,Introduced,2025-05-06,"Labor: fair employment practices; employees who perform certain lawful activities during nonworking hours; prohibit employers from discriminating against. Creates new act.","Labor: fair employment practices; employees who perform certain lawful activities during nonworking hours; prohibit employers from discriminating against. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4453/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4453
2029028,2183,HB4454,1,Introduced,2025-05-06,"Labor: collective bargaining; exclusive bargaining representative of public employees; allow the commission to certify labor organization as based on petition and hearing. Amends secs. 12 & 14 of 1947 PA 336 (MCL 423.212 & 423.214).","Labor: collective bargaining; exclusive bargaining representative of public employees; allow the commission to certify labor organization as based on petition and hearing. Amends secs. 12 & 14 of 1947 PA 336 (MCL 423.212 & 423.214).",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4454/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4454
2028961,2183,HB4455,1,Introduced,2025-05-06,"Labor: fair employment practices; worker freedom act; create. Creates new act.","Labor: fair employment practices; worker freedom act; create. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4455/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4455
2028918,2183,HB4456,1,Introduced,2025-05-06,"Labor: fair employment practices; employer monitoring of employee communications; prohibit unless the employer establishes an employee monitoring policy and discloses that policy to employees. Creates new act.","Labor: fair employment practices; employer monitoring of employee communications; prohibit unless the employer establishes an employee monitoring policy and discloses that policy to employees. Creates new act.",5089,"House Economic Competitiveness",2025-05-07,"Bill Electronically Reproduced 05/06/2025",https://legiscan.com/MI/bill/HB4456/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4456
